SensorName,Year,Month,WeekNum,Snow Water Equivalent (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
Salmon Meadows,2012,11,1.0,1.34642857143,3.925,35.9642857143,25.3571428571,30.9285714286,0.139285714286
Salmon Meadows,2012,11,2.0,0.0,2.7,32.5,23.5,28.0,0.0
Salmon Meadows,2012,12,1.0,6.44482758621,9.15862068966,29.5172413793,17.8275862069,24.1034482759,0.193103448276
Salmon Meadows,2012,12,2.0,4.8,7.65,28.5,14.0,19.0,0.05
Salmon Meadows,2012,2,1.0,5.67142857143,7.68571428571,37.8571428571,18.5714285714,26.8571428571,0.0142857142857
Salmon Meadows,2012,2,2.0,5.875,7.85,34.75,22.0,28.625,0.025
Salmon Meadows,2012,2,3.0,6.2875,8.1625,34.25,21.625,27.75,0.05
Salmon Meadows,2012,2,4.0,6.6,8.43333333333,28.0,12.1666666667,21.0,0.1
Salmon Meadows,2012,3,1.0,7.11428571429,8.9,40.0,18.4285714286,29.4285714286,0.0
Salmon Meadows,2012,3,2.0,7.8,9.4375,37.75,19.75,29.875,0.2375
Salmon Meadows,2012,3,3.0,9.825,11.15,37.625,17.375,27.625,0.0875
Salmon Meadows,2012,3,4.0,10.8625,12.0625,41.875,27.75,34.25,0.225
Salmon Meadows,2012,4,1.0,12.1571428571,13.3571428571,40.8571428571,22.2857142857,31.1428571429,0.0285714285714
Salmon Meadows,2012,4,2.0,11.7,13.5375,51.375,30.375,40.125,0.0125
Salmon Meadows,2012,4,3.0,9.7375,13.775,51.625,31.125,41.0,0.0375
Salmon Meadows,2012,4,4.0,4.04285714286,14.6857142857,52.2857142857,32.5714285714,42.7142857143,0.185714285714
Salmon Meadows,2012,5,1.0,0.214285714286,15.5285714286,47.7142857143,29.8571428571,38.4285714286,0.0714285714286
Salmon Meadows,2012,5,2.0,0.0,15.7,62.375,34.75,48.625,0.0
Salmon Meadows,2012,5,3.0,0.0,15.75,54.5,36.25,45.75,0.025
Salmon Meadows,2012,5,4.0,0.0,15.9,58.625,37.125,47.875,0.0
Salmon Meadows,2012,6,1.0,0.0,16.4142857143,51.8571428571,39.0,45.8571428571,0.257142857143
Salmon Meadows,2012,6,2.0,0.0,18.0875,57.5,37.625,47.75,0.0625
Salmon Meadows,2012,6,3.0,0.0,18.2,61.875,42.75,51.875,0.0375
Salmon Meadows,2012,6,4.0,0.0,18.6285714286,60.4285714286,41.8571428571,50.7142857143,0.0285714285714
Salmon Meadows,2012,7,1.0,0.0,18.7,66.7142857143,42.2857142857,55.0,0.0
Salmon Meadows,2012,7,2.0,0.0,18.7,78.875,55.0,66.75,0.0125
Salmon Meadows,2012,7,3.0,0.0,19.1375,70.75,48.25,59.125,0.1125
Salmon Meadows,2012,7,4.0,0.0,20.575,72.375,47.125,59.375,0.15
Salmon Meadows,2012,8,1.0,0.0,20.9,75.8571428571,50.1428571429,63.2857142857,0.0
Salmon Meadows,2012,8,2.0,0.0,20.9,77.0,51.25,63.75,0.0
Salmon Meadows,2012,8,3.0,0.0,20.9875,76.0,50.0,62.375,0.05
Salmon Meadows,2012,8,4.0,0.0,21.3,67.125,42.0,54.0,0.0
Salmon Meadows,2012,9,1.0,0.0,21.3,66.2857142857,42.0,53.4285714286,0.0
Salmon Meadows,2012,9,2.0,0.0,21.3625,65.5,40.5,52.75,0.0125
Salmon Meadows,2012,9,3.0,0.0,21.4,73.75,49.375,60.0,0.0
Salmon Meadows,2012,9,4.0,0.0,21.4714285714,65.1428571429,43.2857142857,53.5714285714,0.0142857142857
Salmon Meadows,2013,1,1.0,9.07142857143,11.9285714286,24.8571428571,10.4285714286,17.4285714286,0.0428571428571
Salmon Meadows,2013,1,2.0,9.75,12.4875,30.25,13.5,20.875,0.05
Salmon Meadows,2013,1,3.0,9.75,12.6,36.625,20.25,27.125,0.0125
Salmon Meadows,2013,1,4.0,9.9625,12.7375,35.5,18.25,25.875,0.0125
Salmon Meadows,2013,10,1.0,0.0,0.237931034483,50.4827586207,32.4482758621,39.9655172414,0.0103448275862
Salmon Meadows,2013,10,2.0,0.0,0.2,47.0,30.5,38.5,0.0
Salmon Meadows,2013,11,1.0,0.835714285714,1.36785714286,36.1071428571,23.0357142857,29.0357142857,0.05
Salmon Meadows,2013,11,2.0,0.5,1.0,37.5,23.0,30.0,0.1
Salmon Meadows,2013,12,1.0,1.61379310345,2.33448275862,29.5172413793,15.5862068966,21.7931034483,0.0241379310345
Salmon Meadows,2013,12,2.0,1.45,1.9,14.5,-1.0,7.0,0.0
Salmon Meadows,2013,2,1.0,10.0714285714,12.8714285714,38.8571428571,23.5714285714,30.7142857143,0.0571428571429
Salmon Meadows,2013,2,2.0,10.225,13.2,40.125,21.0,30.0,0.0
Salmon Meadows,2013,2,3.0,10.0,13.3,35.125,18.375,26.875,0.025
Salmon Meadows,2013,2,4.0,9.96,13.48,36.0,19.4,27.6,0.04
Salmon Meadows,2013,3,1.0,10.2428571429,13.7,35.8571428571,24.5714285714,30.4285714286,0.0714285714286
Salmon Meadows,2013,3,2.0,10.6125,14.125,45.25,26.625,35.0,0.0125
Salmon Meadows,2013,3,3.0,10.55,14.3375,37.375,19.5,28.625,0.0625
Salmon Meadows,2013,3,4.0,10.55,14.7375,49.125,26.25,36.625,0.0125
Salmon Meadows,2013,4,1.0,8.27142857143,14.8571428571,49.7142857143,33.8571428571,40.7142857143,0.114285714286
Salmon Meadows,2013,4,2.0,7.1375,15.7625,41.875,27.25,33.625,0.075
Salmon Meadows,2013,4,3.0,6.075,16.2,46.375,26.625,36.125,0.0
Salmon Meadows,2013,4,4.0,2.08571428571,16.2,51.7142857143,31.4285714286,42.1428571429,0.0
Salmon Meadows,2013,5,1.0,0.0,16.2,64.1428571429,37.1428571429,50.1428571429,0.0
Salmon Meadows,2013,5,2.0,0.0,16.225,65.75,41.0,54.0,0.0125
Salmon Meadows,2013,5,3.0,0.0,16.975,50.875,37.125,43.125,0.2
Salmon Meadows,2013,5,4.0,0.0,18.25,51.375,35.125,42.875,0.1
Salmon Meadows,2013,6,1.0,0.0,18.7,63.4285714286,41.4285714286,53.2857142857,0.0
Salmon Meadows,2013,6,2.0,0.0,18.725,61.625,38.625,50.0,0.0125
Salmon Meadows,2013,6,3.0,0.0,19.0625,57.25,43.125,50.125,0.1
Salmon Meadows,2013,6,4.0,0.0,20.1857142857,63.7142857143,47.2857142857,54.7142857143,0.171428571429
Salmon Meadows,2013,7,1.0,0.0,20.8428571429,75.2857142857,51.1428571429,62.4285714286,0.0428571428571
Salmon Meadows,2013,7,2.0,0.0,21.1,68.875,45.375,56.875,0.0
Salmon Meadows,2013,7,3.0,0.0,21.25,78.125,49.875,63.875,0.025
Salmon Meadows,2013,7,4.0,0.0,21.3375,75.375,49.875,62.5,0.0125
Salmon Meadows,2013,8,1.0,0.0,22.2714285714,70.1428571429,49.7142857143,58.4285714286,0.157142857143
Salmon Meadows,2013,8,2.0,0.0,23.0,75.375,52.125,63.375,0.1125
Salmon Meadows,2013,8,3.0,0.0,23.4,70.625,46.5,58.5,0.0125
Salmon Meadows,2013,8,4.0,0.0,23.675,65.625,46.875,54.875,0.05
Salmon Meadows,2013,9,1.0,0.0,24.4142857143,68.7142857143,49.1428571429,57.5714285714,0.314285714286
Salmon Meadows,2013,9,2.0,0.0,26.1,75.125,50.625,61.875,0.05
Salmon Meadows,2013,9,3.0,0.0,26.8375,56.375,39.25,46.875,0.075
Salmon Meadows,2013,9,4.0,0.0,27.5285714286,47.4285714286,33.8571428571,40.0,0.257142857143
Salmon Meadows,2014,1,1.0,1.81428571429,2.61428571429,33.0,19.0,24.7142857143,0.0285714285714
Salmon Meadows,2014,1,2.0,1.9875,3.0,40.25,27.75,33.125,0.0375
Salmon Meadows,2014,1,3.0,1.975,3.1,40.375,23.5,30.0,0.0
Salmon Meadows,2014,1,4.0,2.05,3.1375,31.25,21.125,26.125,0.025
Salmon Meadows,2014,10,1.0,0.00689655172414,0.775862068966,50.8275862069,36.6206896552,43.6551724138,0.11724137931
Salmon Meadows,2014,10,2.0,0.0,0.0,61.5,42.5,51.5,0.0
Salmon Meadows,2014,11,1.0,0.707142857143,4.52857142857,35.2142857143,20.8214285714,27.3214285714,0.114814814815
Salmon Meadows,2014,11,2.0,0.0,4.1,43.5,31.5,35.5,0.0
Salmon Meadows,2014,12,1.0,3.73793103448,8.94137931034,31.8275862069,20.6206896552,25.8620689655,0.131034482759
Salmon Meadows,2014,12,2.0,3.05,7.05,34.5,30.5,33.0,0.1
Salmon Meadows,2014,2,1.0,2.22857142857,3.3,15.1428571429,1.28571428571,8.28571428571,0.0
Salmon Meadows,2014,2,2.0,2.75,3.725,30.75,17.0,24.375,0.1625
Salmon Meadows,2014,2,3.0,4.4375,4.9,31.125,17.5,24.25,0.1
Salmon Meadows,2014,2,4.0,5.4,5.7,33.2,19.4,25.6,0.1
Salmon Meadows,2014,3,1.0,5.7,6.02857142857,34.1428571429,18.1428571429,26.0,0.0571428571429
Salmon Meadows,2014,3,2.0,6.0625,6.3375,44.375,28.25,35.75,0.0125
Salmon Meadows,2014,3,3.0,6.025,6.425,40.125,21.5,31.375,0.0125
Salmon Meadows,2014,3,4.0,6.2625,6.725,41.125,26.25,33.375,0.0625
Salmon Meadows,2014,4,1.0,6.51428571429,7.0,47.7142857143,29.1428571429,38.1428571429,0.0
Salmon Meadows,2014,4,2.0,4.125,7.0125,50.875,30.75,40.75,0.0125
Salmon Meadows,2014,4,3.0,0.55,7.15,45.875,29.75,38.125,0.0375
Salmon Meadows,2014,4,4.0,0.0,7.82857142857,49.7142857143,30.4285714286,39.0,0.114285714286
Salmon Meadows,2014,5,1.0,0.0,8.38571428571,54.2857142857,35.4285714286,45.2857142857,0.0714285714286
Salmon Meadows,2014,5,2.0,0.0,8.775,58.75,35.5,47.25,0.0375
Salmon Meadows,2014,5,3.0,0.0,9.0375,61.875,38.5,50.375,0.0125
Salmon Meadows,2014,5,4.0,0.0,9.1125,56.75,36.375,47.125,0.025
Salmon Meadows,2014,6,1.0,0.0,9.38571428571,62.7142857143,40.8571428571,51.7142857143,0.0142857142857
Salmon Meadows,2014,6,2.0,0.0,9.625,59.875,42.25,51.0,0.1
Salmon Meadows,2014,6,3.0,0.0,10.8125,63.625,41.125,52.5,0.0875
Salmon Meadows,2014,6,4.0,0.0,11.3,62.8571428571,43.2857142857,53.1428571429,0.0857142857143
Salmon Meadows,2014,7,1.0,0.0,11.5,74.4285714286,50.0,62.1428571429,0.0
Salmon Meadows,2014,7,2.0,0.0,11.5,81.0,54.0,67.625,0.0
Salmon Meadows,2014,7,3.0,0.0,11.5125,71.0,51.125,61.5,0.0375
Salmon Meadows,2014,7,4.0,0.0,11.8,77.0,50.0,63.25,0.0
Salmon Meadows,2014,8,1.0,0.0,11.8,81.4285714286,54.7142857143,67.0,0.0
Salmon Meadows,2014,8,2.0,0.0,11.95,72.875,51.5,62.0,0.1375
Salmon Meadows,2014,8,3.0,0.0,13.3125,69.25,48.625,57.75,0.1
Salmon Meadows,2014,8,4.0,0.0,13.7875,67.25,46.0,56.0,0.0125
Salmon Meadows,2014,9,1.0,0.0,13.8571428571,66.0,43.1428571429,53.4285714286,0.0142857142857
Salmon Meadows,2014,9,2.0,0.0,13.9,63.0,38.625,50.125,0.0
Salmon Meadows,2014,9,3.0,0.0,13.9,69.125,48.125,57.875,0.0
Salmon Meadows,2014,9,4.0,0.0,14.4285714286,56.8571428571,41.2857142857,48.7142857143,0.1
Salmon Meadows,2015,1,1.0,4.92857142857,10.7571428571,29.5714285714,19.0,23.8571428571,0.1
Salmon Meadows,2015,1,2.0,5.4625,11.2,30.5,21.25,25.875,0.0
Salmon Meadows,2015,1,3.0,5.9,11.6375,34.375,21.125,27.0,0.0875
Salmon Meadows,2015,1,4.0,6.175,11.9,40.5,25.25,31.5,0.0
Salmon Meadows,2015,10,1.0,0.0,0.324137931034,54.4482758621,37.3793103448,45.2068965517,0.0620689655172
Salmon Meadows,2015,10,2.0,0.0,0.1,52.5,44.0,48.5,0.0
Salmon Meadows,2015,11,1.0,0.264285714286,2.95357142857,36.0,21.6785714286,28.5,0.075
Salmon Meadows,2015,11,2.0,0.0,2.1,39.5,27.5,33.5,0.0
Salmon Meadows,2015,12,1.0,4.12413793103,7.21379310345,27.8965517241,15.5172413793,21.7586206897,0.141379310345
Salmon Meadows,2015,12,2.0,3.55,6.65,37.0,28.0,33.0,0.25
Salmon Meadows,2015,2,1.0,6.44285714286,12.2142857143,36.2857142857,25.4285714286,30.7142857143,0.1
Salmon Meadows,2015,2,2.0,6.7125,12.9125,42.25,31.5,36.125,0.05
Salmon Meadows,2015,2,3.0,6.575,13.0,41.0,24.5,32.125,0.0
Salmon Meadows,2015,2,4.0,6.5,13.0,41.2,26.0,32.0,0.0
Salmon Meadows,2015,3,1.0,6.44285714286,13.0285714286,41.4285714286,22.4285714286,31.1428571429,0.0142857142857
Salmon Meadows,2015,3,2.0,5.5,13.1,50.25,32.5,40.75,0.075
Salmon Meadows,2015,3,3.0,4.375,13.7,45.25,30.5,36.875,0.0375
Salmon Meadows,2015,3,4.0,2.1,14.0,49.125,33.5,40.5,0.0
Salmon Meadows,2015,4,1.0,0.0,14.0285714286,42.7142857143,26.7142857143,34.2857142857,0.0142857142857
Salmon Meadows,2015,4,2.0,0.0,14.1625,46.375,29.125,37.125,0.0125
Salmon Meadows,2015,4,3.0,0.0,14.2,57.375,33.375,45.0,0.0
Salmon Meadows,2015,4,4.0,0.0,14.3428571429,51.7142857143,31.7142857143,41.2857142857,0.0285714285714
Salmon Meadows,2015,5,1.0,0.0,14.4,55.1428571429,32.2857142857,43.5714285714,0.0
Salmon Meadows,2015,5,2.0,0.0,14.525,57.25,37.25,47.0,0.05
Salmon Meadows,2015,5,3.0,0.0,15.725,65.625,44.625,54.625,0.15
Salmon Meadows,2015,5,4.0,0.0,16.375,64.125,43.375,52.875,0.125
Salmon Meadows,2015,6,1.0,0.0,17.4571428571,65.0,46.0,55.2857142857,0.0857142857143
Salmon Meadows,2015,6,2.0,0.0,17.6,69.5,44.5,58.0,0.0
Salmon Meadows,2015,6,3.0,0.0,17.6,67.75,45.75,57.125,0.0
Salmon Meadows,2015,6,4.0,0.0,17.6142857143,81.2857142857,54.5714285714,68.0,0.0142857142857
Salmon Meadows,2015,7,1.0,0.0,17.7,79.7142857143,54.7142857143,67.4285714286,0.0
Salmon Meadows,2015,7,2.0,0.0,17.8875,73.75,52.5,62.625,0.0625
Salmon Meadows,2015,7,3.0,0.0,18.2,73.375,48.5,60.875,0.0
Salmon Meadows,2015,7,4.0,0.0,18.2,71.875,46.5,59.0,0.0
Salmon Meadows,2015,8,1.0,0.0,18.2,74.2857142857,50.2857142857,62.4285714286,0.0
Salmon Meadows,2015,8,2.0,0.0,18.2,77.75,52.625,64.625,0.0
Salmon Meadows,2015,8,3.0,0.0,18.2,71.125,46.625,58.875,0.0
Salmon Meadows,2015,8,4.0,0.0,18.2125,66.25,48.25,56.75,0.0125
Salmon Meadows,2015,9,1.0,0.0,18.3,56.4285714286,37.8571428571,47.2857142857,0.0
Salmon Meadows,2015,9,2.0,0.0,18.3,66.125,43.625,54.125,0.0125
Salmon Meadows,2015,9,3.0,0.0,18.4,59.375,38.0,47.875,0.0
Salmon Meadows,2015,9,4.0,0.0,18.4,61.5714285714,37.8571428571,49.1428571429,0.0
Salmon Meadows,2016,1,1.0,6.01428571429,8.98571428571,30.1428571429,17.8571428571,23.7142857143,0.157142857143
Salmon Meadows,2016,1,2.0,6.8625,9.7,29.625,18.5,24.375,0.0375
Salmon Meadows,2016,1,3.0,7.875,10.6,33.375,24.875,28.75,0.25
Salmon Meadows,2016,1,4.0,9.4875,12.025,34.25,20.875,26.875,0.05
Salmon Meadows,2016,2,1.0,9.85714285714,12.4,31.5714285714,17.1428571429,24.2857142857,0.0285714285714
Salmon Meadows,2016,2,2.0,10.0875,12.6125,39.25,28.125,33.125,0.0375
Salmon Meadows,2016,2,3.0,10.6875,13.4375,38.25,25.25,31.125,0.125
Salmon Meadows,2016,2,4.0,11.1,13.8166666667,42.8333333333,25.5,33.8333333333,0.0166666666667
Salmon Meadows,2016,3,1.0,11.9142857143,14.7,42.2857142857,27.8571428571,34.2857142857,0.257142857143
Salmon Meadows,2016,3,2.0,13.4875,16.6375,38.625,21.875,30.625,0.2125
Salmon Meadows,2016,3,3.0,14.1375,17.4625,43.75,24.875,33.875,0.025
Salmon Meadows,2016,3,4.0,13.4375,17.65,48.25,31.375,38.75,0.0125
Salmon Meadows,2016,4,1.0,10.6142857143,17.7,54.7142857143,34.2857142857,43.7142857143,0.0
Salmon Meadows,2016,4,2.0,5.975,17.75,53.75,33.625,43.125,0.05
Salmon Meadows,2016,4,3.0,1.675,18.1,63.375,39.375,50.5,0.0
Salmon Meadows,2016,4,4.0,0.0,18.1714285714,53.4285714286,35.4285714286,43.8571428571,0.0142857142857
Salmon Meadows,2016,5,1.0,0.0142857142857,18.3,65.0,41.7142857143,53.1428571429,0.05
Salmon Meadows,2016,5,2.0,0.0,18.4833333333,59.0,38.5,48.5,0.0166666666667
Sasse Ridge,1984,10,1.0,1.128,2.428,38.8,26.12,30.6,0.212
Sasse Ridge,1984,10,2.0,0.0,0.0,57.0,42.0,48.0,0.6
Sasse Ridge,1984,11,1.0,9.724,12.524,29.04,17.08,23.44,0.284
Sasse Ridge,1984,11,2.0,8.55,9.85,32.0,23.5,26.5,0.75
Sasse Ridge,1984,12,1.0,13.6,16.3,22.0,4.0,14.0,0.0
Sasse Ridge,1984,9,2.0,55.3,55.0,36.75,43.0,0.0,
Sasse Ridge,1984,9,3.0,55.3,53.0,39.125,44.125,0.0,
Sasse Ridge,1984,9,4.0,55.3,46.7142857143,30.2857142857,35.1428571429,0.0,
Sasse Ridge,1985,10,1.0,0.268965517241,2.77931034483,40.6896551724,30.0,34.9310344828,0.313793103448
Sasse Ridge,1985,10,2.0,0.0,0.5,37.5,21.5,27.5,0.0
Sasse Ridge,1985,11,1.0,3.38571428571,13.8535714286,22.2857142857,9.75,15.3571428571,0.292857142857
Sasse Ridge,1985,11,2.0,1.6,12.35,27.0,18.5,22.5,0.25
Sasse Ridge,1985,12,1.0,9.43448275862,20.3689655172,29.0344827586,14.3793103448,21.6206896552,0.110344827586
Sasse Ridge,1985,12,2.0,10.0,20.55,28.0,13.5,21.0,0.05
Sasse Ridge,1985,2,2.0,25.1,28.8,29.3333333333,19.3333333333,23.0,0.0
Sasse Ridge,1985,2,3.0,25.6375,29.3,33.75,21.5,26.125,0.225
Sasse Ridge,1985,2,4.0,27.38,31.24,35.8,19.6,26.6,0.16
Sasse Ridge,1985,3,1.0,28.5714285714,32.4428571429,29.7142857143,16.2857142857,21.0,0.3
Sasse Ridge,1985,3,2.0,29.6,33.5,39.6666666667,19.6666666667,25.6666666667,0.0
Sasse Ridge,1985,4,2.0,30.36,38.88,48.0,31.2,37.0,0.22
Sasse Ridge,1985,4,3.0,29.55,41.3,31.875,18.125,23.875,0.4125
Sasse Ridge,1985,4,4.0,30.3142857143,43.2142857143,38.2857142857,20.2857142857,27.8571428571,0.142857142857
Sasse Ridge,1985,5,1.0,27.4833333333,44.0166666667,41.5,24.8333333333,31.1666666667,0.0833333333333
Sasse Ridge,1985,5,2.0,23.2142857143,44.4142857143,40.5714285714,22.0,30.2857142857,0.0285714285714
Sasse Ridge,1985,5,3.0,11.525,44.5,60.5,36.5,46.5,0.0
Sasse Ridge,1985,5,4.0,2.375,44.575,50.0,31.125,38.625,0.0625
Sasse Ridge,1985,6,1.0,0.0,45.0571428571,46.4285714286,33.5714285714,39.0,0.0571428571429
Sasse Ridge,1985,6,2.0,0.0,45.925,53.75,34.875,43.375,0.075
Sasse Ridge,1985,6,3.0,0.0,46.0,61.7142857143,38.5714285714,49.0,0.0
Sasse Ridge,1985,6,4.0,0.0,46.0,58.4,32.8,44.0,0.0
Sasse Ridge,1985,7,1.0,0.0,46.0,71.4285714286,44.8571428571,56.1428571429,0.0
Sasse Ridge,1985,7,2.0,0.0,46.0,65.3333333333,42.6666666667,52.6666666667,0.0
Sasse Ridge,1985,7,3.0,0.0,46.0,71.0,48.0,57.6,0.0
Sasse Ridge,1985,7,4.0,0.0,46.0,70.5,47.5,56.6666666667,0.0
Sasse Ridge,1985,8,1.0,0.0,46.0,60.1666666667,38.1666666667,47.3333333333,0.0
Sasse Ridge,1985,8,2.0,0.0,46.425,59.125,39.25,47.125,0.0875
Sasse Ridge,1985,8,3.0,0.0,46.7428571429,63.0,40.0,49.2857142857,0.0142857142857
Sasse Ridge,1985,8,4.0,0.0,46.8,70.0,48.5,56.0,0.0
Sasse Ridge,1985,9,1.0,0.0,47.4666666667,49.0,37.0,41.6666666667,0.233333333333
Sasse Ridge,1985,9,2.0,0.0,48.52,47.0,37.0,40.6,0.18
Sasse Ridge,1985,9,3.0,0.0,49.3,50.3333333333,34.0,39.6666666667,0.0666666666667
Sasse Ridge,1985,9,4.0,0.0,49.5166666667,58.3333333333,35.0,43.3333333333,0.0166666666667
Sasse Ridge,1986,1,1.0,11.1428571429,22.3,21.2857142857,14.2857142857,16.8571428571,0.385714285714
Sasse Ridge,1986,1,2.0,12.4625,24.2,28.625,20.375,24.0,0.0875
Sasse Ridge,1986,1,3.0,15.0375,27.5875,26.625,17.5,22.0,0.7125
Sasse Ridge,1986,1,4.0,17.6375,30.3875,26.5,18.875,21.75,0.0625
Sasse Ridge,1986,10,1.0,0.0,0.472413793103,56.4482758621,38.6551724138,46.4137931034,0.0827586206897
Sasse Ridge,1986,10,2.0,0.0,0.0,61.5,38.0,48.0,0.0
Sasse Ridge,1986,11,1.0,2.21071428571,6.57142857143,35.4642857143,24.8571428571,29.5714285714,0.425
Sasse Ridge,1986,11,2.0,0.45,3.85,26.0,14.0,20.5,0.05
Sasse Ridge,1986,12,1.0,7.66551724138,15.9551724138,26.8620689655,17.3103448276,21.6551724138,0.172413793103
Sasse Ridge,1986,12,2.0,6.7,15.0,25.5,13.5,18.5,0.1
Sasse Ridge,1986,2,1.0,18.5285714286,31.2857142857,27.7142857143,18.1428571429,21.1428571429,0.185714285714
Sasse Ridge,1986,2,2.0,19.3875,32.0875,22.25,8.625,13.375,0.1
Sasse Ridge,1986,2,3.0,21.1875,33.9875,25.25,10.625,17.0,0.8875
Sasse Ridge,1986,2,4.0,26.8,40.44,42.2,29.6,34.4,0.18
Sasse Ridge,1986,3,1.0,24.6142857143,41.0142857143,41.8571428571,28.2857142857,33.0,0.114285714286
Sasse Ridge,1986,3,2.0,23.375,42.1625,32.125,21.125,25.0,0.1625
Sasse Ridge,1986,3,3.0,24.1875,43.2375,35.625,21.75,26.75,0.125
Sasse Ridge,1986,3,4.0,25.15,44.55,37.375,22.0,28.125,0.15
Sasse Ridge,1986,4,1.0,24.6142857143,45.1428571429,37.5714285714,22.7142857143,29.0,0.0142857142857
Sasse Ridge,1986,4,2.0,24.725,45.675,32.875,20.375,25.875,0.1125
Sasse Ridge,1986,4,3.0,22.7,46.425,37.25,23.0,29.875,0.1125
Sasse Ridge,1986,4,4.0,21.3142857143,47.5,30.4285714286,18.4285714286,23.7142857143,0.142857142857
Sasse Ridge,1986,5,1.0,21.6,48.1571428571,38.2857142857,24.1428571429,30.0,0.0571428571429
Sasse Ridge,1986,5,2.0,21.0,48.825,36.125,21.5,27.375,0.1625
Sasse Ridge,1986,5,3.0,19.6125,49.7375,42.875,27.375,33.75,0.0125
Sasse Ridge,1986,5,4.0,11.775,49.8,68.375,44.625,54.375,0.0
Sasse Ridge,1986,6,1.0,0.714285714286,49.8,56.8571428571,40.7142857143,47.4285714286,0.0
Sasse Ridge,1986,6,2.0,0.0,49.8,58.5,37.25,46.375,0.0
Sasse Ridge,1986,6,3.0,0.0,50.125,51.5,35.25,41.25,0.05
Sasse Ridge,1986,6,4.0,0.0,50.2,62.0,39.2857142857,49.5714285714,0.0
Sasse Ridge,1986,7,1.0,0.0,50.7285714286,54.8571428571,35.7142857143,43.1428571429,0.114285714286
Sasse Ridge,1986,7,2.0,0.0,51.0,51.375,34.875,41.875,0.0
Sasse Ridge,1986,7,3.0,0.0,51.0375,61.0,38.25,47.75,0.0375
Sasse Ridge,1986,7,4.0,0.0,51.4375,63.125,35.875,46.625,0.025
Sasse Ridge,1986,8,1.0,0.0,51.5,66.7142857143,48.2857142857,56.0,0.0
Sasse Ridge,1986,8,2.0,0.0,51.5,85.125,55.125,68.125,0.0
Sasse Ridge,1986,8,3.0,0.0,51.5,86.75,53.75,67.0,0.0
Sasse Ridge,1986,8,4.0,0.0,51.5,78.0,54.625,64.25,0.0
Sasse Ridge,1986,9,1.0,0.0,51.5285714286,75.2857142857,50.1428571429,60.0,0.0142857142857
Sasse Ridge,1986,9,2.0,0.0,51.7125,58.875,39.0,46.5,0.1
Sasse Ridge,1986,9,3.0,0.0,53.075,53.375,25.875,35.625,0.3125
Sasse Ridge,1986,9,4.0,0.0,55.0428571429,50.1428571429,38.5714285714,44.2857142857,0.0571428571429
Sasse Ridge,1987,1,1.0,13.5285714286,20.8571428571,25.5714285714,17.7142857143,21.1428571429,0.285714285714
Sasse Ridge,1987,1,2.0,14.55,21.775,23.25,12.75,17.25,0.0875
Sasse Ridge,1987,1,3.0,15.6,22.45,30.375,16.25,22.625,0.0375
Sasse Ridge,1987,1,4.0,18.6,24.8625,28.875,21.625,24.5,0.75
Sasse Ridge,1987,10,1.0,0.0,0.0,62.3928571429,41.75,48.6428571429,0.00357142857143
Sasse Ridge,1987,10,2.0,0.0,0.0,67.0,43.5,51.5,0.0
Sasse Ridge,1987,11,1.0,0.662962962963,2.3,36.1851851852,26.5555555556,30.4444444444,0.177777777778
Sasse Ridge,1987,11,2.0,0.0,0.4,42.0,34.5,37.5,0.05
Sasse Ridge,1987,12,1.0,10.224137931,14.4724137931,24.8965517241,14.5172413793,19.1034482759,0.275862068966
Sasse Ridge,1987,12,2.0,6.25,9.7,34.5,22.0,26.0,2.4
Sasse Ridge,1987,2,1.0,23.5,29.0428571429,34.2857142857,25.1428571429,28.8571428571,0.185714285714
Sasse Ridge,1987,2,2.0,23.35,30.1125,36.625,26.75,30.625,0.1125
Sasse Ridge,1987,2,3.0,24.5875,31.0,33.625,20.75,26.125,0.05
Sasse Ridge,1987,2,4.0,24.8,31.2,30.6,15.2,20.8,0.18
Sasse Ridge,1987,3,1.0,26.6142857143,34.0714285714,39.1428571429,27.7142857143,32.5714285714,0.442857142857
Sasse Ridge,1987,3,2.0,27.1,36.3375,37.25,28.25,31.375,0.275
Sasse Ridge,1987,3,3.0,27.9,37.9625,38.0,22.875,28.25,0.1
Sasse Ridge,1987,3,4.0,28.15,38.3625,44.375,21.75,30.625,0.0375
Sasse Ridge,1987,4,1.0,27.3857142857,38.5285714286,52.2857142857,32.7142857143,39.5714285714,0.0714285714286
Sasse Ridge,1987,4,2.0,27.025,39.5625,41.5,26.625,33.125,0.15
Sasse Ridge,1987,4,3.0,25.075,40.35,48.25,27.375,36.125,0.0375
Sasse Ridge,1987,4,4.0,20.2142857143,40.5142857143,64.7142857143,38.0,48.8571428571,0.0571428571429
Sasse Ridge,1987,5,1.0,13.1142857143,41.2714285714,62.2857142857,39.1428571429,47.7142857143,0.0714285714286
Sasse Ridge,1987,5,2.0,1.9875,41.4875,67.25,43.0,53.625,0.0625
Sasse Ridge,1987,5,3.0,0.0,42.0625,54.875,30.875,40.625,0.0375
Sasse Ridge,1987,5,4.0,0.0,42.2875,57.875,35.25,44.5,0.1375
Sasse Ridge,1987,6,1.0,0.0,43.3,72.1428571429,41.4285714286,54.2857142857,0.0
Sasse Ridge,1987,6,2.0,0.0,43.475,69.75,45.125,55.25,0.025
