Year,Month,WeekNum,Snow Water Equivalent (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1995,1,3.0,24.8848684211,41.5608552632,33.2203947368,21.8980263158,26.4506578947,0.189144736842
1995,1,4.0,25.8086092715,42.911589404,36.3013245033,27.2649006623,31.1986754967,0.644039735099
1995,10,1.0,0.105004170142,5.82351959967,44.658882402,31.4895746455,36.8507089241,0.303669724771
1995,10,2.0,0.0109756097561,2.27195121951,44.1707317073,35.1463414634,38.9268292683,0.24512195122
1995,11,1.0,1.65029991431,18.5087403599,40.3461868038,30.2579263068,34.6743787489,0.757669237361
1995,11,2.0,1.90481927711,14.2638554217,36.8192771084,25.9879518072,32.3855421687,1.15180722892
1995,12,1.0,6.58410596026,39.6695364238,31.2814569536,22.3451986755,26.2193708609,0.394453642384
1995,12,2.0,4.97976190476,35.9380952381,21.6547619048,7.86904761905,14.0,0.315476190476
1995,2,1.0,26.3458646617,47.8601503759,43.969924812,31.1842105263,36.2669172932,0.135338345865
1995,2,2.0,26.3651315789,48.8009868421,29.7993421053,14.3552631579,21.2072368421,0.267105263158
1995,2,3.0,29.1279605263,53.7328947368,43.5394736842,30.2105263158,35.7138157895,0.678947368421
1995,2,4.0,28.4652631579,55.8221052632,40.9052631579,22.5157894737,29.7105263158,0.0510526315789
1995,3,1.0,28.6082706767,56.2718045113,34.9172932331,16.992481203,24.0902255639,0.0845864661654
1995,3,2.0,29.7328947368,58.8845394737,38.4375,28.5394736842,32.7631578947,0.557894736842
1995,3,3.0,30.6148514851,61.9867986799,39.603960396,25.5115511551,31.0561056106,0.306600660066
1995,3,4.0,31.6237623762,63.7808580858,48.3432343234,24.6435643564,34.0165016502,0.0594059405941
1995,4,1.0,30.6883458647,64.1676691729,45.1729323308,28.007518797,35.2406015038,0.134586466165
1995,4,2.0,31.0391447368,65.9832236842,39.1578947368,23.7796052632,29.9539473684,0.293421052632
1995,4,3.0,32.0910596026,67.6341059603,46.7284768212,26.1357615894,34.3940397351,0.0864238410596
1995,4,4.0,30.2093984962,68.1454887218,51.2142857143,32.4285714286,39.9887218045,0.0834586466165
1995,5,1.0,27.7669172932,69.2834586466,47.1278195489,33.1654135338,38.5939849624,0.173684210526
1995,5,2.0,23.3121710526,70.4680921053,54.4111842105,34.7763157895,42.7269736842,0.143421052632
1995,5,3.0,16.9473684211,70.9509868421,58.4473684211,35.7467105263,45.6315789474,0.0118421052632
1995,5,4.0,11.4934210526,71.0967105263,68.2993421053,41.6710526316,53.3519736842,0.0223684210526
1995,6,1.0,6.83233082707,71.4511278195,56.1879699248,37.2781954887,45.7556390977,0.152631578947
1995,6,2.0,5.15131578947,72.6565789474,55.8026315789,37.2532894737,45.5032894737,0.118421052632
1995,6,3.0,3.86480263158,73.7065789474,54.6973684211,39.1578947368,45.6447368421,0.119078947368
1995,6,4.0,1.85714285714,74.1830827068,72.4736842105,46.7894736842,58.7293233083,0.00714285714286
1995,7,1.0,0.600754716981,74.1203773585,63.7811320755,45.4037735849,53.158490566,0.0890566037736
1995,7,2.0,0.0838283828383,74.998019802,63.8877887789,42.8052805281,52.1584158416,0.0881188118812
1995,7,3.0,0.0,75.5709570957,74.7821782178,51.8085808581,61.2772277228,0.008
1995,7,4.0,0.0,75.8645695364,65.6059602649,43.0099337748,53.0066225166,0.0461794019934
1995,8,1.0,0.0,76.045112782,65.9323308271,46.2857142857,54.8721804511,0.124436090226
1995,8,2.0,0.0,77.1095394737,58.2861842105,39.8486842105,47.7467105263,0.0690789473684
1995,8,3.0,0.0,77.9460526316,62.2302631579,40.7993421053,50.2631578947,0.0917763157895
1995,8,4.0,0.0,78.1878289474,63.1513157895,40.1513157895,46.3092105263,0.025
1995,9,1.0,0.0,78.4180451128,67.1278195489,46.7180451128,55.2067669173,0.084962406015
1995,9,2.0,0.0,79.0141447368,72.9473684211,48.3125,57.9473684211,0.0148026315789
1995,9,3.0,0.0,79.1658862876,64.9498327759,43.8461538462,52.3244147157,0.00301003344482
1995,9,4.0,0.0,78.8185606061,52.2234848485,39.678030303,44.4102272727,0.290384615385
1996,1,1.0,9.69619377163,47.1169550173,33.3598615917,25.0830449827,29.2076124567,0.703114186851
1996,1,2.0,10.8975975976,50.893993994,39.006006006,29.5105105105,33.7177177177,0.408108108108
1996,1,3.0,12.8251552795,54.7788819876,25.3105590062,16.850931677,20.7142857143,0.518322981366
1996,1,4.0,16.606626506,58.2737951807,19.9819277108,6.5843373494,12.1506024096,0.259337349398
1996,10,1.0,1.02683732453,4.17613542527,44.9273327828,31.3666391412,37.1090008258,0.322460776218
1996,10,2.0,0.00238095238095,0.782142857143,70.369047619,47.380952381,56.3333333333,0.0452380952381
1996,11,1.0,4.95,14.34778157,35.2559726962,25.2312286689,29.7320819113,0.444795221843
1996,11,2.0,3.75714285714,11.6595238095,48.5952380952,34.8571428571,40.8571428571,0.117857142857
1996,12,1.0,18.5745874587,31.1394389439,29.2698019802,19.0783828383,23.721369637,0.687355371901
1996,12,2.0,15.4821428571,27.775,31.9523809524,26.25,28.9880952381,0.591666666667
1996,2,1.0,17.9665505226,59.9167247387,29.1637630662,14.8919860627,21.0836236934,0.958536585366
1996,2,2.0,19.1131343284,68.9576119403,46.9134328358,29.5373134328,36.528358209,0.415820895522
1996,2,3.0,19.2136904762,71.2714285714,36.0833333333,26.1636904762,30.1547619048,0.550892857143
1996,2,4.0,21.65,74.3420634921,27.9206349206,9.75,16.9523809524,0.113095238095
1996,3,1.0,22.0530612245,75.130952381,37.3945578231,23.9387755102,29.3945578231,0.192176870748
1996,3,2.0,22.263963964,75.4633633634,45.7177177177,31.048048048,36.6786786787,0.106906906907
1996,3,3.0,21.7663608563,74.4409785933,41.4648318043,25.7308868502,32.0275229358,0.0819571865443
1996,3,4.0,22.0762195122,75.337804878,36.7652439024,19.0213414634,26.6280487805,0.153963414634
1996,4,1.0,22.7066202091,76.8195121951,49.2543554007,30.3135888502,38.2404181185,0.155052264808
1996,4,2.0,20.1969512195,77.8634146341,47.7713414634,31.9115853659,38.2256097561,0.205487804878
1996,4,3.0,19.448502994,81.9799401198,41.7604790419,27.7784431138,33.5449101796,0.526347305389
1996,4,4.0,19.5969178082,86.1859589041,42.9075342466,27.7157534247,34.0479452055,0.263356164384
1996,5,1.0,18.6639455782,88.0411564626,42.3843537415,25.9829931973,32.3299319728,0.112244897959
1996,5,2.0,17.1910714286,88.9,47.6666666667,32.1130952381,38.6369047619,0.202678571429
1996,5,3.0,14.3728358209,90.9402985075,46.0656716418,31.8567164179,37.7373134328,0.314626865672
1996,5,4.0,11.8886567164,92.5217910448,52.9373134328,34.2268656716,42.3492537313,0.0853731343284
1996,6,1.0,8.68231292517,93.3683673469,65.887755102,41.3095238095,52.9931972789,0.00442176870748
1996,6,2.0,5.19910714286,93.4181547619,60.8273809524,37.3869047619,47.9285714286,0.0077380952381
1996,6,3.0,3.79311377246,92.9838323353,54.874251497,35.4071856287,43.9221556886,0.115868263473
1996,6,4.0,2.72755102041,94.8863945578,58.7108843537,39.193877551,47.7210884354,0.110884353741
1996,7,1.0,1.47959183673,95.2510204082,68.2040816327,43.193877551,54.8265306122,0.0210884353741
1996,7,2.0,0.402678571429,95.3139880952,77.6339285714,50.1547619048,62.9851190476,0.00119760479042
1996,7,3.0,0.0,95.4282208589,62.7883435583,43.1901840491,51.7042944785,0.126234567901
1996,7,4.0,0.0,95.0354740061,80.7370030581,54.244648318,65.4617737003,0.0101538461538
1996,8,1.0,0.0,95.3784671533,60.4124087591,41.0839416058,49.6897810219,0.133941605839
1996,8,2.0,0.0,95.9405572755,78.4458204334,50.8823529412,63.3839009288,0.00433436532508
1996,8,3.0,0.0,97.4851190476,65.4047619048,42.3571428571,52.5297619048,0.00416666666667
1996,8,4.0,0.0,96.8597597598,74.5915915916,52.2282282282,61.8678678679,0.0273273273273
1996,9,1.0,0.0,98.0105442177,55.2108843537,37.731292517,45.119047619,0.124149659864
1996,9,2.0,0.0,98.850297619,61.3244047619,43.75,50.9255952381,0.208035714286
1996,9,3.0,0.000604229607251,101.431117825,47.9395770393,33.3021148036,39.0422960725,0.140303030303
1996,9,4.0,0.0,102.443902439,64.2404181185,41.5574912892,50.5400696864,0.00836236933798
1997,1,1.0,28.8410714286,45.1828571429,32.0321428571,23.3857142857,27.5464285714,0.638571428571
1997,1,2.0,30.3270186335,48.2217391304,32.5776397516,18.8664596273,24.4857142857,0.0495327102804
1997,1,3.0,31.1415625,50.5359375,33.365625,24.53125,28.6125,0.53625
1997,1,4.0,33.0609375,53.7075,31.434375,18.128125,24.278125,0.479375
1997,10,1.0,0.33872305141,5.8736318408,45.916252073,32.9792703151,38.3176616915,0.395518672199
1997,10,2.0,0.258333333333,4.64404761905,36.5357142857,30.7023809524,33.4880952381,0.594047619048
1997,11,1.0,1.75673640167,15.2068619247,39.7087866109,29.5564853556,33.7757322176,0.275230125523
1997,11,2.0,0.623255813953,13.323255814,42.3837209302,31.8255813953,35.8023255814,0.0255813953488
1997,12,1.0,6.37289494787,23.5389735365,33.7594226143,23.2606255012,27.797914996,0.256696070569
1997,12,2.0,4.25465116279,20.5930232558,30.2906976744,21.6860465116,25.5,0.188372093023
1997,2,1.0,34.3933098592,56.9186619718,33.4401408451,18.1901408451,23.8697183099,0.131690140845
1997,2,2.0,35.5615853659,58.2954268293,34.2713414634,22.7530487805,27.6859756098,0.494817073171
1997,2,3.0,38.7387692308,62.9455384615,38.8215384615,24.3138461538,29.84,0.348923076923
1997,2,4.0,40.1146341463,64.26,38.1658536585,21.912195122,28.8292682927,0.162926829268
1997,3,1.0,42.8342657343,67.0702797203,31.9370629371,21.7622377622,25.8786713287,0.642807017544
1997,3,2.0,46.4478125,71.116875,34.36875,19.440625,25.4625,0.5215625
1997,3,3.0,49.0275,77.2275,42.38125,27.765625,34.271875,0.73125
1997,3,4.0,48.9428134557,80.980733945,42.8685015291,24.8195718654,32.2568807339,0.267278287462
1997,4,1.0,50.0469387755,82.506462585,44.2448979592,20.3367346939,30.462585034,0.0867346938776
1997,4,2.0,50.0613095238,83.2491071429,42.6160714286,26.2023809524,32.9761904762,0.190178571429
1997,4,3.0,49.4744047619,85.8717261905,45.6160714286,29.744047619,36.244047619,0.477380952381
1997,4,4.0,47.1881533101,88.7606271777,45.5087108014,30.1672473868,36.1567944251,0.270034843206
1997,5,1.0,45.8965753425,90.1462328767,47.6198630137,28.9828767123,36.5739726027,0.19169550173
1997,5,2.0,40.7291666667,91.3892857143,68.0803571429,40.6577380952,52.0208333333,0.00654761904762
1997,5,3.0,30.8331343284,91.5886567164,55.6567164179,34.2567164179,43.623880597,0.0316417910448
1997,5,4.0,25.0482142857,92.2053571429,52.3005952381,38.6994047619,44.2797619048,0.252976190476
1997,6,1.0,19.1969387755,94.3051020408,54.4863945578,36.6802721088,44.0408163265,0.145918367347
1997,6,2.0,13.9232142857,94.8178571429,63.4404761905,40.5,50.5357142857,0.0282738095238
1997,6,3.0,9.26041666667,95.7089285714,52.0476190476,37.5119047619,43.6160714286,0.237202380952
1997,6,4.0,6.41530612245,97.0513605442,58.3333333333,38.2551020408,46.7653061224,0.113993174061
1997,7,1.0,4.04846416382,97.5703071672,64.7747440273,43.2798634812,52.9692832765,0.0515358361775
1997,7,2.0,2.23154761905,99.525,59.869047619,42.7142857143,50.255952381,0.24375
1997,7,3.0,1.10119047619,100.009821429,69.9047619048,46.005952381,56.4821428571,0.0107462686567
1997,7,4.0,0.701492537313,99.983880597,69.8597014925,45.8447761194,56.3671641791,0.00805970149254
1997,8,1.0,0.244897959184,100.153401361,77.037414966,50.4829931973,62.380952381,0.00714285714286
1997,8,2.0,0.0,100.191666667,73.7410714286,50.0386904762,60.1755952381,0.00477611940299
1997,8,3.0,0.0,100.271428571,71.2827380952,47.7708333333,57.3660714286,0.0137724550898
1997,8,4.0,0.0,101.023809524,61.2916666667,44.3035714286,50.9821428571,0.137313432836
1997,9,1.0,0.0,101.531972789,65.7278911565,44.5918367347,53.4591836735,0.0261904761905
1997,9,2.0,0.000595238095238,101.850892857,60.5416666667,43.5892857143,50.7857142857,0.193452380952
1997,9,3.0,0.00208333333333,105.566964286,60.8035714286,42.3511904762,49.5238095238,0.38869047619
1997,9,4.0,0.0,107.058503401,60.6836734694,43.7857142857,50.6632653061,0.266894197952
1998,1,1.0,10.6627906977,29.7790697674,29.0299003322,21.0697674419,25.0299003322,0.660132890365
1998,1,2.0,14.4793604651,33.7430232558,24.3081395349,11.7180232558,17.4476744186,0.539244186047
1998,1,3.0,18.8962209302,38.8450581395,33.6947674419,26.0319767442,29.5058139535,0.528488372093
1998,1,4.0,21.3409883721,42.5636627907,37.398255814,28.2558139535,31.8459302326,0.268604651163
1998,10,1.0,0.0213333333333,3.09694117647,49.577254902,34.0752941176,40.5301960784,0.142117647059
1998,10,2.0,0.00113636363636,1.46477272727,44.5795454545,33.7159090909,38.4886363636,0.385227272727
1998,11,1.0,2.06682539683,11.395952381,36.0492063492,28.5333333333,31.9150793651,0.601746031746
1998,11,2.0,0.407777777778,6.09666666667,33.5777777778,25.7666666667,28.8555555556,0.116666666667
1998,12,1.0,13.2290551181,30.7403937008,29.4842519685,19.525984252,24.237007874,0.633622047244
1998,12,2.0,11.9755555556,26.7555555556,30.6666666667,20.6666666667,25.2222222222,0.333333333333
1998,2,1.0,21.9106312292,43.8837209302,37.6843853821,29.1727574751,32.707641196,0.171096345515
1998,2,2.0,23.2825581395,45.861627907,34.8372093023,25.8459302326,29.636627907,0.404360465116
1998,2,3.0,26.0377192982,48.7549707602,36.1637426901,25.1023391813,29.5497076023,0.33567251462
1998,2,4.0,28.1923809524,50.4547619048,34.3714285714,18.6142857143,24.7523809524,0.225714285714
1998,3,1.0,29.6993243243,52.3952702703,36.1418918919,19.5608108108,26.1182432432,0.211824324324
1998,3,2.0,30.3880813953,54.1186046512,44.3284883721,30.5261627907,35.5610465116,0.18488372093
1998,3,3.0,30.2441087613,55.6425981873,44.501510574,28.9728096677,35.1873111782,0.292145015106
1998,3,4.0,30.0069767442,57.7438953488,39.9796511628,23.6773255814,30.0058139535,0.19011627907
1998,4,1.0,30.2468438538,58.6332225914,41.9169435216,27.3488372093,32.9202657807,0.0900332225914
1998,4,2.0,30.6462209302,59.6735465116,43.1976744186,24.4651162791,31.6075581395,0.151744186047
1998,4,3.0,29.9936046512,60.3813953488,53.5523255814,31.0726744186,40.3110465116,0.0776162790698
1998,4,4.0,26.9006666667,61.243,59.75,35.1966666667,45.3533333333,0.0473333333333
1998,5,1.0,20.2776666667,61.3076666667,63.6033333333,41.6333333333,50.41,0.0223333333333
1998,5,2.0,15.2738372093,61.7610465116,47.2906976744,34.1511627907,39.351744186,0.172674418605
1998,5,3.0,13.0901162791,63.3906976744,50.1395348837,34.5290697674,41.1453488372,0.138372093023
1998,5,4.0,10.7822674419,65.4293604651,49.5901162791,34.363372093,41.1104651163,0.318023255814
1998,6,1.0,8.06312292359,66.6089700997,61.9335548173,40.6212624585,49.292358804,0.0840531561462
1998,6,2.0,4.65843023256,67.2563953488,58.7296511628,41.1831395349,48.7819767442,0.114244186047
1998,6,3.0,2.52099125364,68.0393586006,59.6997084548,40.7580174927,48.7580174927,0.0638483965015
1998,6,4.0,1.41275167785,68.1006711409,61.1543624161,42.1677852349,50.4932885906,0.127516778523
1998,7,1.0,0.60101010101,68.9407407407,65.8383838384,47.7777777778,55.32996633,0.0622895622896
1998,7,2.0,0.216320474777,67.8727002967,66.3590504451,46.7359050445,55.2106824926,0.0362017804154
1998,7,3.0,0.0,67.7907738095,77.6339285714,51.2529761905,63.2321428571,0.00386904761905
1998,7,4.0,0.0,67.8273809524,80.2202380952,56.9255952381,67.0208333333,0.0169642857143
1998,8,1.0,0.0,67.9697278912,76.1088435374,50.5782312925,62.2210884354,0.00544217687075
1998,8,2.0,0.0,68.7813609467,76.1597633136,50.2366863905,61.8047337278,0.0100591715976
1998,8,3.0,0.0,70.4409883721,62.3808139535,42.9622093023,51.4098837209,0.0273255813953
1998,8,4.0,0.0,70.4930029155,75.5014577259,48.7638483965,60.166180758,0.000874635568513
1998,9,1.0,0.0,70.5322259136,80.4518272425,52.2524916944,64.0299003322,0.00232558139535
1998,9,2.0,0.0,70.6090116279,68.4273255814,44.6598837209,54.398255814,0.0125
1998,9,3.0,0.0,70.9441860465,62.6162790698,43.0813953488,50.8284883721,0.0706395348837
1998,9,4.0,0.0,71.476744186,62.73089701,42.3953488372,49.9202657807,0.057525083612
1999,1,1.0,18.0,41.6063122924,37.511627907,26.2292358804,30.7541528239,0.071096345515
1999,1,2.0,18.6588588589,43.4513513514,36.2042042042,27.015015015,31.4984984985,0.486486486486
1999,1,3.0,22.7331395349,48.9026162791,31.2587209302,25.0145348837,27.75,0.724127906977
1999,1,4.0,26.6853293413,52.9170658683,30.2694610778,20.874251497,25.0523952096,0.456456456456
1999,10,1.0,0.0759124087591,2.07591240876,50.6773722628,34.4248175182,41.0919708029,0.155474452555
1999,10,2.0,0.00212765957447,1.22234042553,45.6808510638,32.0,38.2765957447,0.622340425532
1999,11,1.0,1.33673621461,12.8066318927,40.6520119225,30.5424739195,35.1132637854,0.507302533532
1999,11,2.0,0.823958333333,7.46354166667,41.6041666667,33.1145833333,36.9479166667,0.567708333333
1999,12,1.0,9.20303030303,30.0595238095,36.3672438672,26.4574314574,30.7756132756,0.452597402597
1999,12,2.0,6.409375,24.78125,29.8854166667,23.5520833333,26.5729166667,0.465625
1999,2,1.0,31.7595959596,58.0717171717,30.6026936027,22.8249158249,26.5286195286,0.858585858586
1999,2,2.0,36.2895348837,62.3808139535,31.351744186,17.5290697674,23.3720930233,0.224709302326
1999,2,3.0,38.7895043732,64.8428571429,33.0320699708,23.5743440233,27.6559766764,0.677551020408
1999,2,4.0,42.4158139535,68.9865116279,35.3302325581,24.7302325581,29.5395348837,0.762325581395
1999,3,1.0,46.2279069767,73.4458471761,33.342192691,18.707641196,24.5734219269,0.338461538462
1999,3,2.0,47.7464985994,75.7414565826,37.0224089636,23.380952381,29.0728291317,0.241736694678
1999,3,3.0,47.8270655271,77.2062678063,46.4074074074,28.0085470085,35.49002849,0.117948717949
1999,3,4.0,49.1654069767,80.2706395349,36.7296511628,22.5203488372,28.0087209302,0.360465116279
1999,4,1.0,51.4342105263,82.4523026316,41.1776315789,21.9572368421,29.5789473684,0.173684210526
1999,4,2.0,52.141954023,83.750862069,44.3103448276,23.9856321839,32.7959770115,0.0977011494253
1999,4,3.0,50.1568965517,83.833045977,50.8017241379,30.8764367816,38.9712643678,0.120689655172
1999,4,4.0,47.0334415584,83.8548701299,50.3863636364,28.3733766234,37.3409090909,0.0675324675325
1999,5,1.0,45.5762987013,85.1850649351,42.0032467532,25.5681818182,32.3831168831,0.333441558442
1999,5,2.0,45.3610169492,86.9875706215,44.0536723164,25.8559322034,32.7457627119,0.133615819209
1999,5,3.0,43.9591666667,88.4541666667,53.2805555556,32.8916666667,41.5083333333,0.1525
1999,5,4.0,36.6958333333,88.8841666667,59.1444444444,34.5722222222,46.1666666667,0.0491666666667
1999,6,1.0,30.3149206349,89.486031746,47.9619047619,31.0825396825,38.3174603175,0.11873015873
1999,6,2.0,25.8911111111,90.2505555556,63.1611111111,39.0666666667,49.3722222222,0.0322222222222
1999,6,3.0,18.4586894587,90.1259259259,56.4045584046,39.452991453,46.5982905983,0.0814814814815
1999,6,4.0,14.3666666667,91.7749206349,52.0984126984,37.4317460317,43.6253968254,0.172063492063
1999,7,1.0,11.279047619,92.7422222222,55.273015873,36.6793650794,44.8285714286,0.131746031746
1999,7,2.0,7.28694444444,93.1347222222,69.4,43.3027777778,55.3861111111,0.0147222222222
1999,7,3.0,4.66080246914,93.8824074074,66.4444444444,44.0895061728,53.6790123457,0.0762345679012
1999,7,4.0,2.29555555556,93.8058333333,70.8916666667,46.0944444444,57.1472222222,0.00861111111111
1999,8,1.0,1.20063492063,94.0050793651,73.6349206349,51.1841269841,60.380952381,0.103174603175
1999,8,2.0,0.573055555556,94.7358333333,61.5805555556,45.1277777778,51.9555555556,0.0877777777778
1999,8,3.0,0.110833333333,95.3322222222,73.6555555556,48.3916666667,59.2,0.0130555555556
1999,8,4.0,0.0,95.4388888889,66.4194444444,46.0583333333,54.7944444444,0.0575
1999,9,1.0,0.0,95.8977777778,59.2412698413,37.9936507937,46.9587301587,0.0374603174603
1999,9,2.0,0.0,96.1022222222,69.0194444444,44.1305555556,54.4194444444,0.00277777777778
1999,9,3.0,0.0,96.1202777778,71.7861111111,47.1583333333,56.8416666667,0.0025
1999,9,4.0,0.0,96.2828571429,51.2952380952,32.9142857143,39.6761904762,0.04
2000,1,1.0,13.7821428571,36.7669642857,29.9047619048,21.8392857143,25.8398809524,0.527462686567
2000,1,2.0,17.8169312169,40.8849206349,27.9259259259,20.1507936508,23.6296296296,0.582804232804
2000,1,3.0,21.2716145833,44.4419270833,32.5989583333,19.921875,25.0703125,0.22890625
2000,1,4.0,22.3211488251,45.6751958225,33.182767624,20.6527415144,25.6449086162,0.196866840731
2000,10,1.0,0.0762222222222,1.69459259259,48.4533333333,34.1014814815,40.0051851852,0.135407407407
2000,10,2.0,0.0,0.33956043956,56.8021978022,40.989010989,47.3626373626,0.0659340659341
2000,11,1.0,1.39512566641,5.98385376999,35.8347296268,27.7410510282,32.4234577304,0.147067783701
2000,11,2.0,0.832978723404,5.37553191489,31.914893617,23.829787234,27.4680851064,0.404255319149
2000,12,1.0,5.73439114391,11.6504059041,33.1579335793,22.3180811808,27.2779335793,0.19481097109
2000,12,2.0,3.67659574468,9.36170212766,31.8829787234,21.7340425532,25.9255319149,0.0904255319149
2000,2,1.0,24.6255952381,48.475,54.8392857143,43.7380952381,48.2202380952,0.333035714286
2000,2,2.0,25.2942708333,49.8927083333,34.1822916667,22.3098958333,27.1953125,0.217447916667
2000,2,3.0,26.3684895833,51.1479166667,38.2786458333,22.296875,28.2291666667,0.144010416667
2000,2,4.0,27.7063157895,52.4452631579,36.101754386,24.4596491228,28.9298245614,0.285263157895
2000,3,1.0,29.3023809524,54.3663690476,36.4136904762,23.3839285714,28.8839285714,0.16994047619
2000,3,2.0,30.3693931398,55.7469656992,39.4036939314,23.8337730871,30.2559366755,0.203957783641
2000,3,3.0,32.6533854167,58.065625,38.4270833333,23.5520833333,29.9947916667,0.369791666667
2000,3,4.0,33.7544270833,59.8557291667,45.53125,24.9401041667,33.3020833333,0.0924479166667
2000,4,1.0,33.2797619048,60.55,49.6398809524,28.681547619,37.2589285714,0.14776119403
2000,4,2.0,31.902617801,61.7191099476,53.5366492147,33.7486910995,41.5235602094,0.198167539267
2000,4,3.0,28.6242021277,63.4406914894,51.4015957447,30.6090425532,39.0638297872,0.0816489361702
2000,4,4.0,26.5455657492,64.6293577982,48.5718654434,27.4617737003,36.9357798165,0.125688073394
2000,5,1.0,24.1890243902,65.5237804878,48.3323170732,30.1676829268,37.4298780488,0.150304878049
2000,5,2.0,22.7780748663,67.2588235294,49.0026737968,32.1898395722,38.871657754,0.232887700535
2000,5,3.0,19.1561497326,68.206684492,57.0454545455,36.4812834225,45.192513369,0.0898395721925
2000,5,4.0,14.085026738,69.1197860963,50.0,34.3556149733,40.7941176471,0.175668449198
2000,6,1.0,10.5663608563,70.1798165138,60.3853211009,39.6391437309,49.1162079511,0.054128440367
2000,6,2.0,7.7624,71.7536,49.448,36.408,42.2693333333,0.371466666667
2000,6,3.0,4.54128686327,73.5954423592,63.3297587131,39.9061662198,50.9222520107,0.014745308311
2000,6,4.0,1.9,73.4048632219,71.2158054711,47.085106383,58.1276595745,0.0133738601824
2000,7,1.0,0.998159509202,74.0929447853,56.027607362,38.2331288344,45.9141104294,0.0861963190184
2000,7,2.0,0.611559139785,74.3634408602,64.5725806452,42.2822580645,52.1962365591,0.00564516129032
2000,7,3.0,0.24404432133,75.335734072,71.8947368421,47.351800554,58.2243767313,0.018836565097
2000,7,4.0,0.00160427807487,74.472459893,72.3395721925,48.8315508021,59.2299465241,0.00641711229947
2000,8,1.0,0.0,74.6220858896,74.6595092025,49.5337423313,60.4263803681,0.000920245398773
2000,8,2.0,0.0,74.5957104558,67.418230563,43.6166219839,53.7989276139,0.00241286863271
2000,8,3.0,0.0,74.5417553191,65.6781914894,43.1462765957,52.6090425532,0.0501333333333
2000,8,4.0,0.0,74.7880319149,61.5,42.3670212766,50.4973404255,0.0295212765957
2000,9,1.0,0.0,75.1501519757,54.103343465,37.3495440729,43.9270516717,0.0741641337386
2000,9,2.0,0.0,76.6897849462,61.2849462366,42.4677419355,50.5913978495,0.19623655914
2000,9,3.0,0.0,77.7328767123,58.0301369863,40.6931506849,47.9068493151,0.0553424657534
2000,9,4.0,0.0,76.7083333333,62.0432098765,43.200617284,50.4938271605,0.375925925926
2001,1,1.0,8.14498480243,15.3890577508,40.5896656535,27.6656534954,33.5136778116,0.179635258359
2001,1,2.0,8.55027027027,16.5564864865,32.4297297297,24.0189189189,27.627027027,0.110810810811
2001,1,3.0,9.20160857909,17.3986595174,33.9651474531,22.9061662198,27.9249329759,0.130831099196
2001,1,4.0,10.0271276596,18.4242021277,34.0106382979,23.1143617021,27.6063829787,0.201329787234
2001,10,1.0,0.388965517241,3.26429118774,46.2689655172,32.522605364,38.4942528736,0.294789272031
2001,10,2.0,0.0113636363636,0.231818181818,43.2159090909,31.5,36.0795454545,0.195454545455
2001,11,1.0,1.6862667719,13.9057616417,38.7892659826,29.728492502,33.6945540647,0.469692186267
2001,11,2.0,1.25326086957,9.54565217391,49.0,33.4673913043,39.5108695652,0.0152173913043
2001,12,1.0,13.3608595549,30.83161934,31.3814274751,22.5679201842,26.4750575595,0.447812739831
2001,12,2.0,10.7186813187,26.632967033,32.6703296703,23.0769230769,27.3186813187,0.274725274725
2001,2,1.0,12.2300911854,20.8489361702,33.5045592705,21.8328267477,26.7720364742,0.315501519757
2001,2,2.0,13.147606383,22.1013297872,33.7712765957,18.8643617021,24.9042553191,0.0840425531915
2001,2,3.0,14.2165333333,23.2578666667,37.968,24.6026666667,29.6986666667,0.1248
2001,2,4.0,14.6598290598,23.6230769231,42.7307692308,21.5897435897,29.3632478632,0.0162393162393
2001,3,1.0,15.1698170732,24.2426829268,43.8140243902,26.762195122,33.487804878,0.122865853659
2001,3,2.0,15.5093085106,25.0393617021,39.4521276596,27.045212766,32.1276595745,0.186170212766
2001,3,3.0,16.5760638298,26.8784574468,46.4867021277,27.8005319149,35.414893617,0.174734042553
2001,3,4.0,16.4489304813,28.5184491979,41.8582887701,28.0748663102,34.0748663102,0.335828877005
2001,4,1.0,17.3850609756,30.5210365854,38.9664634146,24.1585365854,29.6219512195,0.180487804878
2001,4,2.0,18.9205333333,32.1805333333,40.9146666667,24.3626666667,31.16,0.1872
2001,4,3.0,18.664,33.1792,48.4693333333,30.8133333333,37.664,0.100266666667
2001,4,4.0,16.0133738602,33.9151975684,53.3252279635,34.2036474164,42.1823708207,0.306686930091
2001,5,1.0,15.6143730887,36.4437308869,51.1957186544,29.4495412844,38.7614678899,0.144036697248
2001,5,2.0,12.2138666667,36.9501333333,56.248,35.2186666667,44.528,0.1904
2001,5,3.0,8.68551912568,38.7691256831,59.7677595628,36.912568306,47.3224043716,0.05
2001,5,4.0,4.43112947658,38.8953168044,64.1680440771,39.5977961433,50.9779614325,0.0358126721763
2001,6,1.0,3.009375,39.7203125,51.85,34.9375,41.9596875,0.152050473186
2001,6,2.0,2.07677595628,41.1478142077,52.2677595628,36.6120218579,43.1265027322,0.224450549451
2001,6,3.0,1.41570247934,42.1035812672,64.2561983471,41.2534435262,51.7438016529,0.00578512396694
2001,6,4.0,0.598442367601,42.6831775701,58.7788161994,40.6635514019,48.6295950156,0.1653125
